xcord,ycord,biomass,year
31,340,77.0601,2010
32,340,73.8534,2010
33,340,72.8357,2010
34,340,75.681,2010
35,340,77.1851,2010
36,340,78.3047,2010
37,340,78.3028,2010
38,340,89.8543,2010
39,340,87.5785,2010
40,340,84.0054,2010
41,340,79.852,2010
42,340,81.0426,2010
43,340,71.3683,2010
44,340,81.586,2010
45,340,84.2802,2010
46,340,73.4823,2010
47,340,78.2702,2010
48,340,74.4145,2010
49,340,64.3563,2010
50,340,62.0172,2010
51,340,60.4284,2010
52,340,62.9306,2010
53,340,62.2104,2010
54,340,58.5859,2010
55,340,59.1935,2010
56,340,57.4755,2010
57,340,59.8758,2010
58,340,62.9677,2010
59,340,59.6157,2010
60,340,57.7545,2010
61,340,50.721,2010
62,340,51.6182,2010
63,340,52.6871,2010
64,340,54.1994,2010
65,340,54.5481,2010
1,339,104.694,2010
2,339,104.047,2010
3,339,106.819,2010
4,339,107.501,2010
5,339,116.959,2010
6,339,89.4559,2010
7,339,92.8296,2010
8,339,98.5463,2010
9,339,96.6182,2010
10,339,104.877,2010
11,339,92.205,2010
12,339,81.2932,2010
13,339,102.271,2010
14,339,101.745,2010
15,339,100.947,2010
16,339,105.227,2010
17,339,99.0826,2010
18,339,98.1225,2010
19,339,92.2446,2010
20,339,95.7251,2010
21,339,98.8618,2010
22,339,92.3347,2010
23,339,97.867,2010
24,339,89.2114,2010
25,339,82.0659,2010
26,339,74.6649,2010
27,339,75.0018,2010
28,339,77.2118,2010
29,339,82.8127,2010
30,339,81.3817,2010
31,339,77.0642,2010
32,339,72.4451,2010
33,339,68.7164,2010
34,339,75.3038,2010
35,339,80.1578,2010
36,339,80.1153,2010
37,339,81.539,2010
38,339,91.1607,2010
39,339,88.1141,2010
40,339,87.4751,2010
41,339,86.5362,2010
42,339,78.7421,2010
43,339,80.7818,2010
44,339,74.7385,2010
45,339,74.2502,2010
46,339,82.9326,2010
47,339,73.5217,2010
48,339,71.4423,2010
49,339,73.5237,2010
50,339,67.2576,2010
51,339,61.2571,2010
52,339,63.348,2010
53,339,59.8872,2010
54,339,57.939,2010
55,339,57.012,2010
56,339,57.1302,2010
57,339,58.0261,2010
58,339,58.4076,2010
59,339,57.6463,2010
60,339,56.7667,2010
61,339,55.7427,2010
62,339,55.6788,2010
63,339,53.1089,2010
64,339,51.7523,2010
65,339,53.1617,2010
66,339,56.9076,2010
1,338,103.508,2010
2,338,105.424,2010
3,338,112.03,2010
4,338,115.86,2010
5,338,116.282,2010
6,338,109.123,2010
7,338,117.287,2010
8,338,119.852,2010
9,338,99.2787,2010
10,338,98.8015,2010
11,338,80.6156,2010
12,338,103.027,2010
13,338,108.361,2010
14,338,109.084,2010
15,338,107.966,2010
16,338,111.017,2010
17,338,109.823,2010
18,338,103.301,2010
19,338,102.858,2010
20,338,100.986,2010
21,338,104.495,2010
22,338,93.5561,2010
23,338,90.3192,2010
24,338,85.0291,2010
25,338,81.076,2010
26,338,69.9537,2010
27,338,77.2809,2010
28,338,74.4794,2010
29,338,77.8537,2010
30,338,74.0434,2010
31,338,70.7951,2010
32,338,74.4131,2010
33,338,66.1074,2010
34,338,75.0558,2010
35,338,78.8449,2010
36,338,80.4626,2010
37,338,84.7969,2010
38,338,89.8852,2010
39,338,90.2043,2010
40,338,84.5936,2010
41,338,84.4471,2010
42,338,84.2678,2010
43,338,80.1569,2010
44,338,75.7895,2010
45,338,76.3007,2010
46,338,80.756,2010
47,338,82.6996,2010
48,338,77.4492,2010
49,338,66.2055,2010
50,338,62.923,2010
51,338,60.1392,2010
52,338,59.2074,2010
53,338,58.785,2010
54,338,60.3703,2010
55,338,58.1766,2010
56,338,56.5728,2010
57,338,56.4413,2010
58,338,56.3252,2010
59,338,58.623,2010
60,338,54.8836,2010
61,338,56.2194,2010
62,338,55.0758,2010
63,338,54.2407,2010
64,338,52.8813,2010
65,338,51.2231,2010
66,338,52.6463,2010
67,338,50.645,2010
1,337,106.586,2010
2,337,108.734,2010
3,337,114.12,2010
4,337,120.458,2010
5,337,115.649,2010
6,337,118.109,2010
7,337,119.713,2010
8,337,109.677,2010
9,337,94.0265,2010
10,337,100.601,2010
11,337,95.8519,2010
12,337,102.969,2010
13,337,107.275,2010
14,337,110.698,2010
15,337,118.955,2010
16,337,108.644,2010
17,337,102.17,2010
18,337,103.371,2010
19,337,102.861,2010
20,337,104.827,2010
21,337,106.356,2010
22,337,97.4625,2010
23,337,88.8907,2010
24,337,86.7167,2010
25,337,80.879,2010
26,337,76.1873,2010
27,337,76.0869,2010
28,337,81.2027,2010
29,337,85.6405,2010
30,337,77.9102,2010
31,337,73.9041,2010
32,337,72.8934,2010
33,337,67.6177,2010
34,337,67.5889,2010
35,337,74.1701,2010
36,337,80.0439,2010
37,337,83.343,2010
38,337,81.7471,2010
39,337,86.9008,2010
40,337,79.2747,2010
41,337,87.1618,2010
42,337,82.0443,2010
43,337,72.3663,2010
44,337,75.3058,2010
45,337,83.9285,2010
46,337,84.3098,2010
47,337,85.0367,2010
48,337,81.6654,2010
49,337,71.2145,2010
50,337,64.2096,2010
51,337,61.1592,2010
52,337,60.1058,2010
53,337,59.9368,2010
54,337,57.8708,2010
55,337,58.9028,2010
56,337,58.6679,2010
57,337,55.5569,2010
58,337,57.4732,2010
59,337,57.0074,2010
60,337,55.0288,2010
61,337,55.1012,2010
62,337,55.1827,2010
63,337,56.7283,2010
64,337,53.7409,2010
65,337,53.2786,2010
66,337,51.0876,2010
67,337,52.1152,2010
68,337,50.645,2010
1,336,105.261,2010
2,336,110.573,2010
3,336,106.569,2010
4,336,111.294,2010
5,336,113.916,2010
6,336,117.795,2010
7,336,108.776,2010
8,336,93.2632,2010
9,336,101.936,2010
10,336,103.678,2010
