xcord,ycord,zcord,carbon,year,plot,state,sizeclass,DBH,commonname,scientificname
320383.9244,4092625.278,2102.64990234375,5.401703986,2004,uc3,Dead,6,127.9,Sugar Pine,Pinus lambertiana
320392.6644,4092623.498,2099.64990234375,2.225580528,2004,uc3,Dead,5,82.5,Jeffrey Pine,Pinus jeffreyi
320397.5744,4092621.588,2098.1201171875,0.073495808,2004,uc3,Live,1,19.2,White Fir,Abies concolor
320403.3944,4092633.358,2099.14990234375,0.01454782,2004,uc3,Dead,1,10,Incense Cedar,Calocedrus decurrens
320402.1144,4092631.888,2099.050048828125,0.106384096,2004,uc3,Live,2,24.2,Incense Cedar,Calocedrus decurrens
320403.4844,4092630.348,2098.340087890625,0.008161849,2004,uc3,Dead,1,8.2,Jeffrey Pine,Pinus jeffreyi
320406.0344,4092636.628,2099.5400390625,0.009316382,2004,uc3,Live,1,8.2,Incense Cedar,Calocedrus decurrens
320405.2444,4092637.298,2099.68994140625,0.024900026,2004,uc3,Live,1,12.7,Incense Cedar,Calocedrus decurrens
320490.7744,4092733.858,2105.830078125,0.011655165,2004,uc3,Live,1,9.5,Jeffrey Pine,Pinus jeffreyi
320402.2944,4092643.958,2102.320068359375,0.010094627,2004,uc3,Live,1,8.6,White Fir,Abies concolor
320401.6844,4092644.178,2102.320068359375,0.009525317,2004,uc3,Live,1,8.4,White Fir,Abies concolor
320401.4744,4092643.608,2102.510009765625,0.011293003,2004,uc3,Live,1,9,White Fir,Abies concolor
320401.4244,4092660.018,2105.909912109375,0.003109493,2004,uc3,Live,1,5.5,Sugar Pine,Pinus lambertiana
320402.5844,4092653.788,2104.47998046875,0.016262177,2004,uc3,Live,1,10.9,Sugar Pine,Pinus lambertiana
320406.9044,4092639.278,2099.97998046875,0.003654311,2004,uc3,Live,1,5.4,Incense Cedar,Calocedrus decurrens
320406.4744,4092639.698,2100.47998046875,0.142693473,2004,uc3,Live,2,25.1,White Fir,Abies concolor
320405.9144,4092637.268,2099.5400390625,0.049934193,2004,uc3,Live,1,17.3,Incense Cedar,Calocedrus decurrens
320424.5844,4092801.238,2114.27001953125,0.177303755,2004,uc3,Live,2,27.4,White Fir,Abies concolor
320425.1844,4092804.338,2114.18994140625,0.132938492,2004,uc3,Live,2,25.9,Sugar Pine,Pinus lambertiana
320439.2344,4092806.388,2111.97998046875,3.694374521,2004,uc3,Live,6,101.6,Sugar Pine,Pinus lambertiana
320442.0844,4092798.138,2111.02001953125,0.111590502,2004,uc3,Live,2,24.1,Sugar Pine,Pinus lambertiana
320438.0844,4092794.238,2111.469970703125,0.039408305,2004,uc3,Live,1,15.7,Sugar Pine,Pinus lambertiana
320436.4844,4092790.088,2111.85009765625,1.998213051,2004,uc3,Dead,4,78.5,White Fir,Abies concolor
320435.7344,4092786.738,2111.60009765625,5.012342417,2004,uc3,Dead,6,113.5,White Fir,Abies concolor
320443.9844,4092775.738,2109.1298828125,0.017311535,2004,uc3,Live,1,10.7,White Fir,Abies concolor
320453.5844,4092781.038,2108.68994140625,0.026438276,2004,uc3,Live,1,12.7,White Fir,Abies concolor
320452.3844,4092776.838,2108.070068359375,0.112470347,2004,uc3,Live,2,22.8,White Fir,Abies concolor
320450.8844,4092776.038,2108.070068359375,0.155703523,2004,uc3,Live,2,26,White Fir,Abies concolor
320450.8844,4092772.938,2107.81005859375,0.004157572,2004,uc3,Dead,1,6,White Fir,Abies concolor
320456.4844,4092772.238,2107.330078125,0.116170598,2004,uc3,Live,2,23.1,White Fir,Abies concolor
320457.0844,4092772.638,2107.610107421875,0.014647586,2004,uc3,Live,1,10,White Fir,Abies concolor
320456.2844,4092773.038,2107.469970703125,0.013243209,2004,uc3,Live,1,9.6,White Fir,Abies concolor
320456.8844,4092774.338,2107.739990234375,0.003989161,2004,uc3,Live,1,5.9,White Fir,Abies concolor
320455.8844,4092772.038,2107.330078125,0.00607676,2004,uc3,Dead,1,7,White Fir,Abies concolor
320445.7844,4092767.438,2107.590087890625,0.008975629,2004,uc3,Live,1,8.2,White Fir,Abies concolor
320442.8344,4092770.138,2108.469970703125,0.029086524,2004,uc3,Live,1,13.2,White Fir,Abies concolor
320442.2844,4092770.088,2108.679931640625,0.011360235,2004,uc3,Live,1,9.4,Sugar Pine,Pinus lambertiana
320442.0844,4092766.238,2107.949951171875,0.13035528,2004,uc3,Live,2,24.2,White Fir,Abies concolor
320443.1844,4092764.238,2107.449951171875,3.73641912,2004,uc3,Live,5,93.7,White Fir,Abies concolor
320441.9344,4092764.638,2107.75,0.012572503,2004,uc3,Live,1,9.4,White Fir,Abies concolor
320442.8844,4092758.888,2106.5400390625,3.010767664,2004,uc3,Dead,5,87.5,White Fir,Abies concolor
320442.8844,4092757.238,2106.090087890625,0.004506957,2004,uc3,Live,1,6.2,White Fir,Abies concolor
