xcord,ycord,biomass,year
50,346,70.8853,2010
51,346,64.9332,2010
52,346,65.7934,2010
53,346,66.164,2010
54,346,63.1656,2010
55,346,64.0578,2010
56,346,63.7021,2010
57,346,57.8851,2010
58,346,56.3638,2010
59,346,55.2814,2010
60,346,52.481,2010
1,345,107.926,2010
2,345,107.159,2010
3,345,112.741,2010
4,345,94.5898,2010
5,345,106.688,2010
6,345,101.005,2010
7,345,104.85,2010
8,345,112.49,2010
9,345,109.801,2010
10,345,110.532,2010
11,345,113.232,2010
12,345,117.347,2010
13,345,99.3765,2010
14,345,92.353,2010
15,345,92.5251,2010
16,345,93.1372,2010
17,345,74.6721,2010
18,345,67.3465,2010
19,345,70.736,2010
20,345,70.0949,2010
21,345,76.9044,2010
22,345,87.2853,2010
23,345,85.571,2010
24,345,77.2424,2010
25,345,76.3082,2010
26,345,85.4533,2010
27,345,88.1281,2010
28,345,87.9791,2010
29,345,83.8022,2010
30,345,86.3758,2010
31,345,85.7151,2010
32,345,85.1096,2010
33,345,84.2134,2010
34,345,80.4151,2010
35,345,76.4747,2010
36,345,66.4423,2010
38,345,69.1915,2010
39,345,68.9013,2010
40,345,68.6824,2010
41,345,78.3883,2010
42,345,83.8251,2010
43,345,78.3945,2010
44,345,69.5824,2010
45,345,71.1095,2010
46,345,67.014,2010
47,345,73.5785,2010
48,345,69.2807,2010
49,345,67.0066,2010
50,345,70.0316,2010
51,345,63.9589,2010
52,345,63.3554,2010
53,345,64.885,2010
54,345,63.8543,2010
55,345,63.5699,2010
56,345,57.7927,2010
57,345,56.0952,2010
58,345,62.2632,2010
59,345,56.633,2010
60,345,53.3766,2010
1,344,104.753,2010
2,344,113.631,2010
3,344,115.76,2010
4,344,99.4885,2010
5,344,112.461,2010
6,344,102.871,2010
7,344,113.483,2010
8,344,114.965,2010
9,344,118.131,2010
10,344,114.722,2010
11,344,116.619,2010
12,344,118.188,2010
13,344,115.231,2010
14,344,102.408,2010
15,344,111.008,2010
16,344,102.891,2010
17,344,81.5383,2010
18,344,85.6629,2010
19,344,73.4162,2010
20,344,73.2327,2010
21,344,69.915,2010
22,344,71.8535,2010
23,344,77.758,2010
24,344,76.5869,2010
25,344,72.1623,2010
26,344,79.7727,2010
27,344,82.2652,2010
28,344,81.3909,2010
29,344,84.2315,2010
30,344,77.9022,2010
31,344,78.56,2010
32,344,73.4771,2010
33,344,81.1356,2010
34,344,87.9215,2010
35,344,87.0256,2010
36,344,82.7376,2010
37,344,78.2262,2010
38,344,75.1565,2010
39,344,73.4937,2010
40,344,84.5694,2010
41,344,84.1464,2010
42,344,75.0874,2010
43,344,73.1639,2010
44,344,76.2701,2010
45,344,82.2887,2010
46,344,88.0917,2010
47,344,82.4681,2010
48,344,78.7285,2010
49,344,79.3685,2010
50,344,66.9341,2010
51,344,64.8619,2010
52,344,63.6049,2010
53,344,61.6979,2010
54,344,62.5723,2010
55,344,61.0658,2010
56,344,56.7586,2010
57,344,57.2355,2010
58,344,59.2216,2010
59,344,62.3563,2010
60,344,56.3058,2010
61,344,53.3214,2010
1,343,107.753,2010
2,343,115.129,2010
3,343,118.613,2010
4,343,118.197,2010
5,343,115.004,2010
6,343,97.8278,2010
7,343,109.15,2010
8,343,113.514,2010
9,343,108.47,2010
10,343,112.444,2010
11,343,114.764,2010
12,343,110.746,2010
13,343,122.234,2010
14,343,121.537,2010
15,343,112.434,2010
16,343,94.2773,2010
17,343,85.2006,2010
18,343,106.35,2010
19,343,102.306,2010
20,343,98.9664,2010
21,343,85.6293,2010
22,343,83.5804,2010
23,343,89.8048,2010
24,343,91.6531,2010
25,343,80.839,2010
26,343,73.1482,2010
27,343,72.6846,2010
28,343,71.053,2010
29,343,74.6888,2010
30,343,75.2509,2010
31,343,76.6235,2010
32,343,76.665,2010
33,343,83.0556,2010
34,343,81.6436,2010
35,343,90.0445,2010
36,343,88.733,2010
37,343,86.866,2010
38,343,82.8204,2010
39,343,79.5675,2010
40,343,86.1603,2010
41,343,82.4003,2010
42,343,73.1426,2010
43,343,83.2102,2010
44,343,77.0666,2010
45,343,75.2794,2010
46,343,77.7385,2010
47,343,82.2502,2010
48,343,91.314,2010
49,343,80.9981,2010
50,343,63.9491,2010
51,343,61.3028,2010
52,343,61.0314,2010
53,343,61.1883,2010
54,343,62.6554,2010
55,343,58.9086,2010
56,343,58.1095,2010
57,343,58.0276,2010
58,343,56.4347,2010
59,343,56.4083,2010
60,343,58.2959,2010
61,343,52.4422,2010
1,342,109.437,2010
2,342,110.525,2010
3,342,112.881,2010
4,342,114.793,2010
5,342,115.802,2010
6,342,99.8681,2010
7,342,97.4556,2010
8,342,97.2616,2010
9,342,97.9842,2010
10,342,101.738,2010
11,342,104.297,2010
12,342,105.066,2010
13,342,106.987,2010
14,342,114.221,2010
15,342,99.6765,2010
16,342,83.1185,2010
17,342,85.6301,2010
18,342,101.738,2010
19,342,98.2117,2010
20,342,93.7484,2010
21,342,100.91,2010
22,342,96.7398,2010
23,342,102.87,2010
24,342,101.748,2010
25,342,90.1817,2010
26,342,82.1972,2010
27,342,82.7883,2010
28,342,84.4975,2010
